qasrl_id,tokens,sentence
Wiki1k:wikinews:1039242:3:2,"Consequentially , his medical condition deteriorated and became critical .","Consequentially, his medical condition deteriorated and became critical."
Wiki1k:wikinews:1039242:3:3,"According to the Los Angeles Times , Israel decided to start a negotiation lest Issawi '' s death in the Israeli prison cause violence from the Palestinians in the West Bank .","According to the Los Angeles Times, Israel decided to start a negotiation lest Issawi""s death in the Israeli prison cause violence from the Palestinians in the West Bank."
Wiki1k:wikinews:1039242:3:4,"In the end , Issawi agreed to stay in the Israeli prison for an additional eight months to serve the administrative arrest he was under and in exchange he stopped his hunger strike .","In the end, Issawi agreed to stay in the Israeli prison for an additional eight months to serve the administrative arrest he was under and in exchange he stopped his hunger strike."
Wiki1k:wikinews:1134211:0:0,Scotland '' s Police Investigations and Review Commissioner ( PIRC ) has criticised the national force for failing to stop a driver reported to them for being drunk behind the wheel .,"Scotland""s Police Investigations and Review Commissioner (PIRC) has criticised the national force for failing to stop a driver reported to them for being drunk behind the wheel."
Wiki1k:wikinews:1134211:0:1,A subsequent crash wounded four .,A subsequent crash wounded four.
Wiki1k:wikinews:1134211:2:0,"Police referred themselves to PIRC John McNeill , who said `` '' My investigation found [ ... ] there was potential to stop and breathalyse the person thereby preventing a later serious road accident '' '' .","Police referred themselves to PIRC John McNeill, who said """"My investigation found [...] there was potential to stop and breathalyse the person thereby preventing a later serious road accident""""."
Wiki1k:wikinews:1134211:2:1,"His team examined radio logs , CCTV , police communications systems and procedures , and accounts from officers and the public .","His team examined radio logs, CCTV, police communications systems and procedures, and accounts from officers and the public."
Wiki1k:wikinews:1138228:0:0,The Scottish Parliament approved a bill to legalise same-sex marriage by a free vote of 105 -- 18 .,The Scottish Parliament approved a bill to legalise same-sex marriage by a free vote of 105--18.
Wiki1k:wikinews:1138228:0:1,The Marriage and Civil Partnership ( Scotland ) Bill allows for religious bodies to opt in to providing same-sex wedding ceremonies .,The Marriage and Civil Partnership (Scotland) Bill allows for religious bodies to opt in to providing same-sex wedding ceremonies.
Wiki1k:wikinews:1138228:0:2,The Bill was opposed by religious bodies including the Church of Scotland and the Roman Catholic Church .,The Bill was opposed by religious bodies including the Church of Scotland and the Roman Catholic Church.
Wiki1k:wikinews:1138228:1:0,"During the Parliamentary debate a number of amendments were advanced and rejected , including an amendment to recognise that `` '' a belief in marriage as a voluntary union between one man and one woman to the exclusion of all others for life is a belief worthy of respect in a democratic society '' '' .","During the Parliamentary debate a number of amendments were advanced and rejected, including an amendment to recognise that """"a belief in marriage as a voluntary union between one man and one woman to the exclusion of all others for life is a belief worthy of respect in a democratic society""""."
Wiki1k:wikinews:1138228:1:1,The bill allows humanist celebrations in addition to civil and religious ceremonies .,The bill allows humanist celebrations in addition to civil and religious ceremonies.
Wiki1k:wikinews:1138228:2:0,"Alex Neil , the Scottish cabinet minister responsible for the legislation , said : `` '' This is a historic moment for equality in Scotland .","Alex Neil, the Scottish cabinet minister responsible for the legislation, said: """"This is a historic moment for equality in Scotland."
Wiki1k:wikinews:1138228:2:1,I am proud that the Scottish Parliament has taken this progressive and hugely important decision in favour of equal rights in our country .,I am proud that the Scottish Parliament has taken this progressive and hugely important decision in favour of equal rights in our country.
Wiki1k:wikinews:1138228:2:2,It is right that same sex couples should be able to freely express their love and commitment to each other through getting married .,It is right that same sex couples should be able to freely express their love and commitment to each other through getting married.
Wiki1k:wikinews:1194804:0:0,The top deck of the bus was crushed on one side after hitting the truck and spinning .,The top deck of the bus was crushed on one side after hitting the truck and spinning.
Wiki1k:wikinews:1194804:0:1,The students aboard ranged from ten-year-olds to young teens and had been headed from their Nakhon Ratchasima school to Pattaya .,The students aboard ranged from ten-year-olds to young teens and had been headed from their Nakhon Ratchasima school to Pattaya.
Wiki1k:wikinews:1194804:0:2,The bus driver fled and is unaccounted for .,The bus driver fled and is unaccounted for.
Wiki1k:wikinews:1194804:1:0,"The bus was carrying around 60 female students , with a boys '' bus from the school following behind .","The bus was carrying around 60 female students, with a boys"" bus from the school following behind."
Wiki1k:wikinews:1194804:1:3,"The road is in a national park which prevents upgrade works like widening , according to Nuttapong Boontob of the Thailand Accident Research Center .","The road is in a national park which prevents upgrade works like widening, according to Nuttapong Boontob of the Thailand Accident Research Center."
Wiki1k:wikinews:1194804:2:0,Police Lieutenant Colonel Anukarn Thammavijarn said police theorise the vehicle '' s `` '' brakes may have failed or the driver might have fallen asleep . '' '',"Police Lieutenant Colonel Anukarn Thammavijarn said police theorise the vehicle""s """"brakes may have failed or the driver might have fallen asleep."""""
Wiki1k:wikinews:1194804:2:1,Thammavijarn said the bus was out-of-control and going downhill when it struck the 18-wheeled truck from behind .,Thammavijarn said the bus was out-of-control and going downhill when it struck the 18-wheeled truck from behind.
Wiki1k:wikinews:1194804:2:2,He cited the old appearance of the vehicle as a reason to suspect brake failure for the accident .,He cited the old appearance of the vehicle as a reason to suspect brake failure for the accident.
Wiki1k:wikinews:1194804:4:0,"Road accident rates are among the world '' s highest in Thailand ; last December a bus fell off a bridge , killing 29 .","Road accident rates are among the world""s highest in Thailand; last December a bus fell off a bridge, killing 29."
Wiki1k:wikinews:1194804:4:1,"Road accidents killed 8,600 on the nation '' s roads last year .","Road accidents killed 8,600 on the nation""s roads last year."
Wiki1k:wikinews:1194804:4:2,Legislation does not require bus passengers to wear seatbelts .,Legislation does not require bus passengers to wear seatbelts.
Wiki1k:wikinews:1210401:0:0,"Sochi , Russia -- At a press conference today in the Main Press Center in Sochi , International Paralympic Committee ( IPC ) President Sir Philip Craven repeatedly said the Paralympic Games should be about sports , not politics .","Sochi, Russia--At a press conference today in the Main Press Center in Sochi, International Paralympic Committee (IPC) President Sir Philip Craven repeatedly said the Paralympic Games should be about sports, not politics."
Wiki1k:wikinews:1210401:0:1,"Craven went on to say that much of the discussion about the politics of sport took place because the media had a void to fill before the start of sporting events , and he thought it would die down after the Games got under way .","Craven went on to say that much of the discussion about the politics of sport took place because the media had a void to fill before the start of sporting events, and he thought it would die down after the Games got under way."
Wiki1k:wikinews:1210401:1:0,"Craven also remarked that it was better to create change from the inside , rather than the outside .","Craven also remarked that it was better to create change from the inside, rather than the outside."
Wiki1k:wikinews:1210401:1:1,"In response to a question from a French journalist about the decision of French leaders not to attend the opening ceremonies tonight , Craven said he was disappointed for the athletes because the politicians were making a choice to make this about politics , and not about sport .","In response to a question from a French journalist about the decision of French leaders not to attend the opening ceremonies tonight, Craven said he was disappointed for the athletes because the politicians were making a choice to make this about politics, and not about sport."
Wiki1k:wikinews:1210401:1:2,Craven repeated the Games should be about sport .,Craven repeated the Games should be about sport.
Wiki1k:wikinews:1210401:1:3,Craven said in response to another question it would be possible for the Ukrainians to boycott the opening ceremony,Craven said in response to another question it would be possible for the Ukrainians to boycott the opening ceremony
Wiki1k:wikinews:1210401:2:0,"IPC Communications Director Craig Spence said that the Ukraine Paralympic Committee delayed their welcome ceremony into the Paralympic Village by two hours yesterday , and the IPC approved the decision .","IPC Communications Director Craig Spence said that the Ukraine Paralympic Committee delayed their welcome ceremony into the Paralympic Village by two hours yesterday, and the IPC approved the decision."
Wiki1k:wikinews:1210401:2:1,"The story that the Ukrainians delayed their welcome ceremony as a political statement was one the IPC would investigate , and would largely be contingent upon what they said at the press conference the Ukrainians called for today at 1:30 PM Sochi local time ( 0930 UTC ) .","The story that the Ukrainians delayed their welcome ceremony as a political statement was one the IPC would investigate, and would largely be contingent upon what they said at the press conference the Ukrainians called for today at 1:30 PM Sochi local time (0930 UTC)."
Wiki1k:wikinews:1210401:2:2,"He said the world and the Paralympic movement is aware of the situation in the Ukraine , but the IPC needs to stay true to its mission .","He said the world and the Paralympic movement is aware of the situation in the Ukraine, but the IPC needs to stay true to its mission."
Wiki1k:wikinews:1217805:0:0,"Two people received significant injuries in the explosion , which also wounded eight others and sent fourteen victims into shock .","Two people received significant injuries in the explosion, which also wounded eight others and sent fourteen victims into shock."
Wiki1k:wikinews:1217805:0:2,"He placed the device on the bus after rejecting several others he rode on as insufficiently crowded , according to the prosecution .","He placed the device on the bus after rejecting several others he rode on as insufficiently crowded, according to the prosecution."
Wiki1k:wikinews:1217805:0:3,"He then left the bus and phoned a co-conspirator , who detonated it remotely .","He then left the bus and phoned a co-conspirator, who detonated it remotely."
Wiki1k:wikinews:1217805:1:0,Mafarja was convicted on his own plea last December in a deal which spared him a possible life sentence by dropping a charge of aiding an enemy at a time of war .,Mafarja was convicted on his own plea last December in a deal which spared him a possible life sentence by dropping a charge of aiding an enemy at a time of war.
Wiki1k:wikinews:1217805:1:1,The bombing was during a brief war between Israel and Gaza and was designed to convince the Israel Defence Forces to withdraw .,The bombing was during a brief war between Israel and Gaza and was designed to convince the Israel Defence Forces to withdraw.
Wiki1k:wikinews:1217805:2:1,"Laviv Habib , representing Mafarja , cited the defendant '' s young age , and his guilty pleas , in mitigation .","Laviv Habib, representing Mafarja, cited the defendant""s young age, and his guilty pleas, in mitigation."
Wiki1k:wikinews:1217805:4:1,Prosecutors claim political assassinations and suicide attacks were planned .,Prosecutors claim political assassinations and suicide attacks were planned.
Wiki1k:wikinews:1217805:4:2,"Palestinian Ahmed Moussa , a West Bank resident , is presently on trial over the bus bombing ; he is accused of triggering the device .","Palestinian Ahmed Moussa, a West Bank resident, is presently on trial over the bus bombing; he is accused of triggering the device."
Wiki1k:wikinews:1217805:4:3,Mohammed Assi was shot dead by Israeli authorities during an attempted arrest .,Mohammed Assi was shot dead by Israeli authorities during an attempted arrest.
Wiki1k:wikinews:1217805:4:4,"A fourth suspect , Ahmad Salah Ahmad Musa , 25 and of Beit Likya , was indicted in January .","A fourth suspect, Ahmad Salah Ahmad Musa, 25 and of Beit Likya, was indicted in January."
Wiki1k:wikinews:1229988:11:0,"Politicians have criticised the five-year delay holding the FAI , as has Scottish Trades Union Congress general secretary Grahame Smith who said `` '' It is vitally important that lessons are learned at the earliest opportunity following tragedies where lives are lost '' '' .","Politicians have criticised the five-year delay holding the FAI, as has Scottish Trades Union Congress general secretary Grahame Smith who said """"It is vitally important that lessons are learned at the earliest opportunity following tragedies where lives are lost""""."
Wiki1k:wikinews:1229988:11:1,"Sheriff Pyle himself concluded `` '' what can , I think , very properly be said is that nearly five years [ delay ] is on any view far too long and that we all have a responsibility for that .","Sheriff Pyle himself concluded """"what can, I think, very properly be said is that nearly five years [delay] is on any view far too long and that we all have a responsibility for that."
Wiki1k:wikinews:1229988:12:0,Labour have called for new FAI rules ; MSP Patricia Ferguson has put a bill before parliament ; the Scottish Government says Sheriff Pyle '' s conclusions are being scrutinised .,"Labour have called for new FAI rules; MSP Patricia Ferguson has put a bill before parliament; the Scottish Government says Sheriff Pyle""s conclusions are being scrutinised."
Wiki1k:wikinews:1229988:12:1,"MSP Richard Baker said the victims '' families and North Sea oil workers , who routinely use helicopters , had waited `` '' far too long '' '' for the FAI to conclude .","MSP Richard Baker said the victims"" families and North Sea oil workers, who routinely use helicopters, had waited """"far too long"""" for the FAI to conclude."
Wiki1k:wikinews:1229988:14:0,"Twelve victims were from Scotland , many of those from in and around Aberdeen where the six-week inquiry was held .","Twelve victims were from Scotland, many of those from in and around Aberdeen where the six-week inquiry was held."
Wiki1k:wikinews:1229988:14:2,"Half of the fourteen passengers and two crew died `` '' instantaneously '' '' and the rest died very shortly after impact with the sea from blunt force trauma , the inquiry found .","Half of the fourteen passengers and two crew died """"instantaneously"""" and the rest died very shortly after impact with the sea from blunt force trauma, the inquiry found."
Wiki1k:wikinews:1229988:15:1,"Nonetheless he noted `` '' there was a poignant moment when a witness was being taken through the graph in the AAIB report which set out the timeline of the accident that I , if not others present , understood for the first time the true horror of what took place . '' ''","Nonetheless he noted """"there was a poignant moment when a witness was being taken through the graph in the AAIB report which set out the timeline of the accident that I, if not others present, understood for the first time the true horror of what took place."""""
Wiki1k:wikinews:1229988:16:0,"Audrey Wood said `` '' The length of wait for nearly five years has been intolerable for all the families and we , the families , feel let down by the system . '' ''","Audrey Wood said """"The length of wait for nearly five years has been intolerable for all the families and we, the families, feel let down by the system."""""
Wiki1k:wikinews:1229988:16:1,Bond '' s statement this week says `` '' We would like to express again our deep sorrow at the 16 lives lost .,"Bond""s statement this week says """"We would like to express again our deep sorrow at the 16 lives lost."
Wiki1k:wikinews:1229988:16:2,"Bond Offshore hopes [ the inquiry ] brings a degree of closure to the families , friends and dependents of those who died in the tragedy of 2009 . '' ''","Bond Offshore hopes [the inquiry] brings a degree of closure to the families, friends and dependents of those who died in the tragedy of 2009."""""
Wiki1k:wikinews:1229988:16:3,"The sheriff also noted the `` '' courage '' '' of victims '' families , who attended the full hearing .","The sheriff also noted the """"courage"""" of victims"" families, who attended the full hearing."
Wiki1k:wikinews:1229988:1:0,"After a hearing in Aberdeen , Sheriff Principal Derek Pyle found Bond Offshore Helicopters failed to remove a component after a metal shard was found .","After a hearing in Aberdeen, Sheriff Principal Derek Pyle found Bond Offshore Helicopters failed to remove a component after a metal shard was found."
Wiki1k:wikinews:1229988:1:1,"The shard suggested spalling , or the shedding of metal particles in the aircraft '' s gearbox .","The shard suggested spalling, or the shedding of metal particles in the aircraft""s gearbox."
Wiki1k:wikinews:1229988:1:2,`` `` The size and shape of the particle found [ ... ] were consistent with an advanced stage of classic spalling '' '' according to the inquiry '' s findings .,"""""The size and shape of the particle found [...] were consistent with an advanced stage of classic spalling"""" according to the inquiry""s findings."
Wiki1k:wikinews:1229988:2:0,A week before the crash Bond mulled partially replacing the gearbox .,A week before the crash Bond mulled partially replacing the gearbox.
Wiki1k:wikinews:1229988:2:1,The aircraft went down after the gearbox failed in flight .,The aircraft went down after the gearbox failed in flight.
Wiki1k:wikinews:1229988:2:2,Pyle found a failure in communication between Bond and helicopter manufacturer Eurocopter had led to the decision not to replace the gearbox .,Pyle found a failure in communication between Bond and helicopter manufacturer Eurocopter had led to the decision not to replace the gearbox.
Wiki1k:wikinews:1229988:4:0,"The inquiry is surrounded by controversy owing to the five-year gap between accident and findings , and the decision by Crown Office not to prosecute over the crash .","The inquiry is surrounded by controversy owing to the five-year gap between accident and findings, and the decision by Crown Office not to prosecute over the crash."
Wiki1k:wikinews:1229988:4:1,"`` `` For a criminal prosecution to have taken place , the Crown would have to prove its case beyond reasonable doubt '' '' a Crown Office statement said on Thursday .","""""For a criminal prosecution to have taken place, the Crown would have to prove its case beyond reasonable doubt"""" a Crown Office statement said on Thursday."
Wiki1k:wikinews:1229988:4:2,`` `` The Sheriff Principal makes clear that a reasonable doubt remained over the technical cause of the crash '' '' .,"""""The Sheriff Principal makes clear that a reasonable doubt remained over the technical cause of the crash""""."
Wiki1k:wikinews:1229988:6:0,The inquiry '' s findings note `` '' that it would be an extraordinary coincidence if the failure properly to carry out inspection and maintenance of the helicopter '' s gearbox was not causative of a catastrophic failure of the same within a matter of days .,"The inquiry""s findings note """"that it would be an extraordinary coincidence if the failure properly to carry out inspection and maintenance of the helicopter""s gearbox was not causative of a catastrophic failure of the same within a matter of days."
Wiki1k:wikinews:1229988:6:1,"But , as the evidence made clear , such a coincidence was indeed a possibility . '' ''","But, as the evidence made clear, such a coincidence was indeed a possibility."""""
Wiki1k:wikinews:1229988:6:2,Pyle '' s report added `` '' the small piece of the helicopter which would have proved the matter beyond any doubt [ has ] not been recovered from the seabed '' '' .,"Pyle""s report added """"the small piece of the helicopter which would have proved the matter beyond any doubt [has] not been recovered from the seabed""""."
Wiki1k:wikinews:1229988:7:0,Bond have released a statement noting `` '' We have always accepted that we made mistakes through honest confusion over telephone calls and emails . '' '',"Bond have released a statement noting """"We have always accepted that we made mistakes through honest confusion over telephone calls and emails."""""
Wiki1k:wikinews:1229988:7:1,Sheriff Pyle found Bond '' s employees `` '' tried to carry out their jobs as diligently as they could .,"Sheriff Pyle found Bond""s employees """"tried to carry out their jobs as diligently as they could."
Wiki1k:wikinews:1229988:7:2,All of them impressed me as engineers who well understood the vital importance of their role in ensuring [ ... ] safety '' '' .,"All of them impressed me as engineers who well understood the vital importance of their role in ensuring [...] safety""""."
Wiki1k:wikinews:1229988:7:3,"He also found staff were well-trained and resourced , echoing findings by the AAIB and the Civil Aviation Authority .","He also found staff were well-trained and resourced, echoing findings by the AAIB and the Civil Aviation Authority."
Wiki1k:wikinews:1229988:9:0,"Trade unions and victims '' families , however , have slammed the decision not to prosecute .","Trade unions and victims"" families, however, have slammed the decision not to prosecute."
Wiki1k:wikinews:1229988:9:1,"While welcoming the FAI '' s conclusions , victims '' lawyer Tom Marshall said the families wanted to review the decision not to prosecute with the Lord Advocate , and are also seeking a broader public inquiry .","While welcoming the FAI""s conclusions, victims"" lawyer Tom Marshall said the families wanted to review the decision not to prosecute with the Lord Advocate, and are also seeking a broader public inquiry."
Wiki1k:wikinews:1229988:9:2,"Audrey Wood , whose son Stuart died in the disaster , said `` '' How [ Crown Office ] arrived at that decision [ not prosecuting ] will haunt us , as not only did we hear of multiple breaches of health and safety , but the decision was also made without all the evidence being present , as vital witness statements had not been given '' '' .","Audrey Wood, whose son Stuart died in the disaster, said """"How [Crown Office] arrived at that decision [not prosecuting] will haunt us, as not only did we hear of multiple breaches of health and safety, but the decision was also made without all the evidence being present, as vital witness statements had not been given""""."
Wiki1k:wikinews:1244689:0:0,Community members held a public bake sale fundraiser on Sunday to help the family of a Texas woman slain earlier this month .,Community members held a public bake sale fundraiser on Sunday to help the family of a Texas woman slain earlier this month.
Wiki1k:wikinews:1291628:0:0,The hacker and self-described `` '' troll '' '' was convicted of conspiracy to unlawfully access AT & T '' s servers and identity theft by federal jury in November 2012 by a New Jersey court under the Computer Fraud and Abuse Act .,"The hacker and self-described """"troll"""" was convicted of conspiracy to unlawfully access AT&T""s servers and identity theft by federal jury in November 2012 by a New Jersey court under the Computer Fraud and Abuse Act."
Wiki1k:wikinews:1291628:1:1,"Auernheimer passed this information to Gawker , who published a redacted version .","Auernheimer passed this information to Gawker, who published a redacted version."
Wiki1k:wikinews:1291628:2:0,"The three judges on the Philadelphia-based court , in a unanimous decision , ruled the New Jersey courtroom was an inappropriate venue for the initial trial .","The three judges on the Philadelphia-based court, in a unanimous decision, ruled the New Jersey courtroom was an inappropriate venue for the initial trial."
Wiki1k:wikinews:1291628:2:1,"Michael Chagares , circuit judge , wrote `` '' the improper venue here -- far from where he performed any of his allegedly criminal acts -- denied Auernheimer '' s substantial right to be tried in the place where his alleged crime was committed '' '' .","Michael Chagares, circuit judge, wrote """"the improper venue here--far from where he performed any of his allegedly criminal acts--denied Auernheimer""s substantial right to be tried in the place where his alleged crime was committed""""."
Wiki1k:wikinews:1291628:2:2,The court said the issue represented a basic constitutional right and not a mere technicality .,The court said the issue represented a basic constitutional right and not a mere technicality.
Wiki1k:wikinews:1291628:3:0,"Prosecutors argued that approximately 4,500 of the affected users lived in New Jersey and the state was therefore a valid place for the trial , but the court noted neither the servers accessed , nor the Gawker reporter , nor the defendants , were based in that state .","Prosecutors argued that approximately 4,500 of the affected users lived in New Jersey and the state was therefore a valid place for the trial, but the court noted neither the servers accessed, nor the Gawker reporter, nor the defendants, were based in that state."
Wiki1k:wikinews:1291628:3:1,"Auernheimer '' s attorney , Tor Ekeland , said that the government was `` '' trying to find courts that are favourable to them '' '' .","Auernheimer""s attorney, Tor Ekeland, said that the government was """"trying to find courts that are favourable to them""""."
Wiki1k:wikinews:1337403:2:0,"Rachael McEnhill , assistant prosecutor for Muskegon County , was asked why it had taken so long for victims to come forward : `` '' I think that there was a lot of family pressure and pressure within the church .","Rachael McEnhill, assistant prosecutor for Muskegon County, was asked why it had taken so long for victims to come forward: """"I think that there was a lot of family pressure and pressure within the church."
Wiki1k:wikinews:1337403:2:1,"And according to the expert that testified , it is very common for people to go their entire lives without disclosing sexual abuse . '' ''","And according to the expert that testified, it is very common for people to go their entire lives without disclosing sexual abuse."""""
Wiki1k:wikinews:1353674:0:0,Toads opened the scoring through a penalty goal .,Toads opened the scoring through a penalty goal.
Wiki1k:wikinews:1353674:0:1,This was followed by a converted try only three minutes later .,This was followed by a converted try only three minutes later.
Wiki1k:wikinews:1353674:0:2,"Maroochydore would open their account through a penalty try , which they converted .","Maroochydore would open their account through a penalty try, which they converted."
Wiki1k:wikinews:1353674:2:0,Noosa Rugby Union Club defeated Caloundra 26 points to 11 in the weekend '' s other game .,"Noosa Rugby Union Club defeated Caloundra 26 points to 11 in the weekend""s other game."
Wiki1k:wikinews:1435785:1:0,University '' s defence tightened up considerably for the rest of the half allowing only two penalty goals to the 37 minute mark and scoring an unconverted try in the process .,"University""s defence tightened up considerably for the rest of the half allowing only two penalty goals to the 37 minute mark and scoring an unconverted try in the process."
Wiki1k:wikinews:1435785:1:1,Toads scored their fourth try right on half time .,Toads scored their fourth try right on half time.
Wiki1k:wikinews:1435785:2:0,Toads appeared to continue their dominance early in the second half scoring two converted tries .,Toads appeared to continue their dominance early in the second half scoring two converted tries.
Wiki1k:wikinews:1435785:2:2,"University would run out the match scoring three more tries , only one of which was converted .","University would run out the match scoring three more tries, only one of which was converted."
Wiki1k:wikinews:1483963:1:0,The hosts went two points in front at twenty seven minutes scoring a try off the back of a rolling maul .,The hosts went two points in front at twenty seven minutes scoring a try off the back of a rolling maul.
Wiki1k:wikinews:1483963:1:2,Caloundra retook the lead five minutes later through another penalty goal .,Caloundra retook the lead five minutes later through another penalty goal.
Wiki1k:wikinews:1483963:3:0,The second half opened with University forcing a scrum five metres from Caloundra '' s try line .,"The second half opened with University forcing a scrum five metres from Caloundra""s try line."
Wiki1k:wikinews:1483963:3:1,This was achieved by making Caloundra ground the ball behind said try line after carrying it over .,This was achieved by making Caloundra ground the ball behind said try line after carrying it over.
Wiki1k:wikinews:1483963:5:0,University slotted the match '' s final penalty goal around five minutes before full time .,"University slotted the match""s final penalty goal around five minutes before full time."
Wiki1k:wikinews:1504550:0:0,Dr. Sheik Humarr Khan died from Ebola virus on Tuesday afternoon at Kailahun treatment centre in Sierra Leone .,Dr. Sheik Humarr Khan died from Ebola virus on Tuesday afternoon at Kailahun treatment centre in Sierra Leone.
Wiki1k:wikinews:1504550:0:1,Dr. Khan led the response in Sierra Leone to the current Ebola outbreak there and treated dozens of patients .,Dr. Khan led the response in Sierra Leone to the current Ebola outbreak there and treated dozens of patients.
Wiki1k:wikinews:1504550:0:2,"On Thursday , Sierra Leone declared a state of emergency , quarantining Ebola epicentres .","On Thursday, Sierra Leone declared a state of emergency, quarantining Ebola epicentres."
Wiki1k:wikinews:1504550:1:1,Dr. Khan was moved to the Doctors Without Borders treatment center in Kailahun .,Dr. Khan was moved to the Doctors Without Borders treatment center in Kailahun.
Wiki1k:wikinews:1504550:1:2,"A few days before he was admitted , three other senior staff in his department at the Kenema Government Hospital died from Ebola , including one , Nurse Mbalu Fonnie , with more than two decades '' experience with hemorrhagic fever .","A few days before he was admitted, three other senior staff in his department at the Kenema Government Hospital died from Ebola, including one, Nurse Mbalu Fonnie, with more than two decades"" experience with hemorrhagic fever."
Wiki1k:wikinews:1513779:1:0,"While previous research supposed natural variability alone accounted for cooling in the eastern Pacific , this study highlights a previously overlooked climate feedback : as the Atlantic warms , it alters the winds over the Pacific , depressing the ocean temperature there .","While previous research supposed natural variability alone accounted for cooling in the eastern Pacific, this study highlights a previously overlooked climate feedback: as the Atlantic warms, it alters the winds over the Pacific, depressing the ocean temperature there."
Wiki1k:wikinews:1513779:1:1,"As coauthor Shayne McGregor of the University of New South Wales explains , `` '' the main cause of the Pacific wind , temperature , and sea level trends over the past 20 years lies in the Atlantic Ocean [ ... ] We saw that the rapid Atlantic surface warming observed since the early 1990s , induced partly by greenhouse gases , has generated unusually low sea level pressure over the tropical Atlantic .","As coauthor Shayne McGregor of the University of New South Wales explains, """"the main cause of the Pacific wind, temperature, and sea level trends over the past 20 years lies in the Atlantic Ocean [...] We saw that the rapid Atlantic surface warming observed since the early 1990s, induced partly by greenhouse gases, has generated unusually low sea level pressure over the tropical Atlantic."
Wiki1k:wikinews:1513779:1:2,"This , in turn , produces an upward motion of the overlying air parcels .","This, in turn, produces an upward motion of the overlying air parcels."
Wiki1k:wikinews:1513779:1:3,"These parcels move westward aloft and then sink again in the eastern equatorial Pacific , where their sinking creates a high pressure system .","These parcels move westward aloft and then sink again in the eastern equatorial Pacific, where their sinking creates a high pressure system."
Wiki1k:wikinews:1513779:1:4,The resulting Atlantic -- Pacific pressure difference strengthens the Pacific trade winds . '' '',"The resulting Atlantic--Pacific pressure difference strengthens the Pacific trade winds."""""
