qasrl_id,verb_idx,verb,question,answer_range,answer,wh,subj,obj,obj2,aux,prep,verb_prefix,is_passive,is_negated
Wiki1k:wikipedia:481604:15:3,3,contained,where is something contained?,4:19,in the commentaries (churnis and tikas) on canonical texts such as Uttaradhyayana and Avashyaka Niryukti,where,something,_,_,is,_,_,True,False
Wiki1k:wikipedia:72979:3:2,2,has,what does something have?,3:12,"a shoreline of 7,142 km (4,438 mi)",what,something,_,_,does,_,_,False,False
Wiki1k:wikipedia:72979:3:2,2,has,what has something?,0:2,The lake,what,_,something,_,_,_,_,False,False
Wiki1k:wikipedia:72979:3:2,13,digitized,what is digitized?,0:2,The lake,what,_,_,_,is,_,_,True,False
Wiki1k:wikipedia:72979:3:2,13,digitized,how is something digitized?,14:20,"at the 1:25,000 level",how,something,_,_,is,_,_,True,False
Wiki1k:wikipedia:72979:3:2,21,constituting,what is something constituting?,23:29,3.7 percent of this length,what,something,_,_,is,_,_,False,False
Wiki1k:wikipedia:72979:3:2,21,constituting,what is constituting something?,21:22,islands,what,_,something,_,is,_,_,False,False
Wiki1k:wikipedia:72979:3:2,30,divided,what is divided?,0:2,The lake,what,_,_,_,is,_,_,True,False
Wiki1k:wikipedia:72979:3:2,30,divided,how is something divided?,32:72,"among three countries: Kenya (6 percent or 4,100 km2 or 1,600 sq mi), Uganda (45 percent or 31,000 km2 or 12,000 sq mi), and Tanzania (49 percent or 33,700 km2 or 13,000 sq mi)",how,something,_,_,is,_,_,True,False
Wiki1k:wikipedia:5659:24:1,9,conduct,what conducts something?,5:6,metals,what,_,something,_,_,_,_,False,False
Wiki1k:wikipedia:5659:24:1,9,conduct,what does something conduct?,9:10,electricity,what,something,_,_,does,_,_,False,False
Wiki1k:wikipedia:5659:24:1,33,behaving,what is behaving?,15:20,"a small group, (the metalloids)",what,_,_,_,is,_,_,False,False
Wiki1k:wikipedia:5659:24:1,33,behaving,how is something behaving?,26:28,as semiconductors,how,something,_,_,is,_,_,False,False
Wiki1k:wikinews:1039242:0:0,1,returned,who returned somewhere?,0:1,Issawi,who,_,_,somewhere,_,_,_,False,False
Wiki1k:wikinews:1039242:0:0,1,returned,when did someone return somewhere?,2:3,Monday,when,someone,_,somewhere,did,_,_,False,False
Wiki1k:wikinews:1039242:0:0,1,returned,where did someone return?,3:13,to his home in the Issawiyeh neighborhood in East Jerusalem,where,someone,_,_,did,_,_,False,False
Wiki1k:wikipedia:17547:9:0,4,tend,what does something tend to do?,5:17,"to view love as a mammalian drive, much like hunger or thirst",what,something,_,do,does,to,_,False,False
Wiki1k:wikipedia:17547:9:0,4,tend,what tends to do something?,0:4,Biological models of sex,what,_,_,something,_,to do,_,False,False
Wiki1k:wikipedia:17547:9:0,6,view,what does something view?,7:12,love as a mammalian drive,what,something,_,_,does,_,_,False,False
Wiki1k:wikipedia:17547:9:0,6,view,what views something?,0:4,Biological models of sex,what,_,something,_,_,_,_,False,False
Wiki1k:wikinews:783123:4:2,1,said,what did someone say?,2:33,"he """"had friends in every political party and he was often the fulcrum of some of the most unusual alliances in order to improve, force or block a piece of legislation.""""",what,someone,_,_,did,_,_,False,False
Wiki1k:wikinews:783123:4:2,1,said,who said something?,0:1,She,who,_,something,_,_,_,_,False,False
Wiki1k:wikinews:783123:4:2,26,improve,what is being improved?,29:33,a piece of legislation,what,_,_,_,is,_,List(being),True,False
Wiki1k:wikinews:783123:4:2,28,force,what was being forced?,29:33,a piece of legislation,what,_,_,_,was,_,List(being),True,False
Wiki1k:wikinews:783123:4:2,30,block,what was blocked?,29:33,a piece of legislation,what,_,_,_,was,_,_,True,False
Wiki1k:wikinews:1912987:5:1,10,showed,what did something show?,11:18,"storms as high as 44,000 ft.",what,something,_,_,did,_,_,False,False
Wiki1k:wikinews:1912987:5:1,10,showed,what showed something?,8:10,satellite data,what,_,something,_,_,_,_,False,False
Wiki1k:wikinews:1912987:5:1,20,attempting,what was something attempting?,22:25,to avoid storms,what,something,_,_,was,_,_,False,False
Wiki1k:wikinews:1912987:5:1,20,attempting,what was attempting something?,18:20,The plane,what,_,something,_,was,_,_,False,False
Wiki1k:wikinews:1912987:5:1,20,attempting,when was something attempting something?,25:32,in the minutes before contact was lost,when,something,something,_,was,_,_,False,False
Wiki1k:wikinews:1912987:5:1,22,avoid,what was avoiding something?,18:20,The plane,what,_,something,_,was,_,_,False,False
Wiki1k:wikinews:1912987:5:1,22,avoid,what was something avoiding?,11:12,storms,what,something,_,_,was,_,_,False,False
Wiki1k:wikinews:1912987:5:1,22,avoid,when was something avoiding something?,25:32,in the minutes before contact was lost,when,something,something,_,was,_,_,False,False
Wiki1k:wikinews:1912987:5:1,7,reported,what did someone report?,8:18,"satellite data showed storms as high as 44,000 ft.",what,someone,_,_,did,_,_,False,False
Wiki1k:wikinews:1912987:5:1,7,reported,who reported something?,0:5,NTSC head investigator Marjono Siswosuwarno,who,_,something,_,_,_,_,False,False
Wiki1k:wikinews:1912987:5:1,7,reported,when did someone report something?,5:7,last month,when,someone,something,_,did,_,_,False,False
Wiki1k:wikinews:1912987:5:1,30,lost,what was lost?,29:30,contact,what,_,_,_,was,_,_,True,False
Wiki1k:wikinews:2132251:6:2,9,challenge,who was challenged?,10:16,House of Commons Speaker John Bercow,who,_,_,_,was,_,_,True,False
Wiki1k:wikinews:2132251:6:2,9,challenge,when was someone challenged?,16:21,in the 2010 general election,when,someone,_,_,was,_,_,True,False
Wiki1k:wikinews:2132251:6:2,9,challenge,who challenged someone?,0:1~!~0:1,He~!~he,who,_,someone,_,_,_,_,False,False
Wiki1k:wikinews:2132251:6:2,9,challenge,when did someone challenge someone?,3:5,in 2009,when,someone,someone,_,did,_,_,False,False
Wiki1k:wikinews:2132251:6:2,9,challenge,why did someone challenge someone?,5:21,in an attempt to challenge House of Commons Speaker John Bercow in the 2010 general election,why,someone,someone,_,did,_,_,False,False
Wiki1k:wikinews:2132251:6:2,25,proved,what did something prove?,25:26,unsuccessful,what,something,_,_,did,_,_,False,False
Wiki1k:wikinews:2132251:6:2,25,proved,what proved something?,22:24,this challenge,what,_,something,_,_,_,_,False,False
Wiki1k:wikinews:2132251:6:2,30,re-elected,who was re-elected?,0:1,he,who,_,_,_,was,_,_,True,False
Wiki1k:wikinews:2132251:6:2,30,re-elected,what was someone re-elected as?,31:33,party leader,what,someone,_,_,was,as,_,True,False
Wiki1k:wikinews:2132251:6:2,30,re-elected,when was someone re-elected?,18:19,2010,when,someone,_,_,was,_,_,True,False
Wiki1k:wikipedia:8254:30:1,12,rated,what is rated?,14:15~!~16:18,current~!~power diodes,what,_,_,_,is,_,_,True,False
Wiki1k:wikinews:1483963:3:1,2,achieved,what was achieved?,0:1,This,what,_,_,_,was,_,_,True,False
Wiki1k:wikinews:1483963:3:1,2,achieved,how was something achieved?,3:17,by making Caloundra ground the ball behind said try line after carrying it over,how,something,_,_,was,_,_,True,False
Wiki1k:wikinews:1483963:3:1,4,making,what was made?,5:9,Caloundra ground the ball,what,_,_,_,was,_,_,True,False
Wiki1k:wikinews:1483963:3:1,4,making,where was something made?,9:13,behind said try line,where,something,_,_,was,_,_,True,False
Wiki1k:wikinews:1483963:3:1,4,making,when was something made?,13:17,after carrying it over,when,something,_,_,was,_,_,True,False
Wiki1k:wikinews:1483963:3:1,14,carrying,what was carried?,15:16~!~7:9,it~!~the ball,what,_,_,_,was,_,_,True,False
Wiki1k:wikinews:1483963:3:1,14,carrying,where was something carried?,16:17~!~9:13,over~!~behind said try line,where,something,_,_,was,_,_,True,False
Wiki1k:wikinews:714231:9:1,52,involved,what is involved in something?,37:39~!~44:50,the neurons~!~the brain areas of the bee,what,_,_,something,is,in,_,True,False
Wiki1k:wikinews:714231:9:1,52,involved,what is something involved in?,52:55,learning and memory,what,something,_,_,is,in,_,True,False
Wiki1k:wikinews:714231:9:1,2,had,what did someone have?,3:15,close links with our collaborators Dr Chris Connelly and Dr Mary Palmer,what,someone,_,_,did,_,_,False,False
Wiki1k:wikinews:714231:9:1,2,had,who had something?,0:1,We,who,_,something,_,_,_,_,False,False
Wiki1k:wikinews:714231:9:1,22,published,what did someone publish?,22:28,a study on actual bee brains,what,someone,_,_,did,_,_,False,False
Wiki1k:wikinews:714231:9:1,22,published,who published something?,8:15,Dr Chris Connelly and Dr Mary Palmer,who,_,something,_,_,_,_,False,False
Wiki1k:wikinews:714231:9:1,22,published,where did someone publish something?,16:18,Dundee University,where,someone,something,_,did,_,_,False,False
Wiki1k:wikinews:714231:9:1,43,applied,what is applied?,34:35,pesticides,what,_,_,_,is,_,_,True,False
Wiki1k:wikinews:714231:9:1,43,applied,where is something applied?,42:55,directly to the brain areas of the bee involved in learning and memory,where,something,_,_,is,_,_,True,False
Wiki1k:wikinews:714231:9:1,30,supplying,what is being supplied?,29:55,data about what the same pesticides do to the neurons when actually applied directly to the brain areas of the bee involved in learning and memory,what,_,_,_,is,_,List(being),True,False
Wiki1k:wikinews:714231:9:1,30,supplying,who is supplying something?,8:15~!~6:8,Dr Chris Connelly and Dr Mary Palmer~!~our collaborators,who,_,something,_,is,_,_,False,False
Wiki1k:wikinews:714231:9:1,30,supplying,where is someone supplying something?,16:18,Dundee University,where,someone,something,_,is,_,_,False,False
Wiki1k:wikipedia:5921:23:3,28,having,what does something have?,25:37,the ability to make enhanced color discriminations based on that retinal difference,what,something,_,_,does,_,_,False,False
Wiki1k:wikipedia:5921:23:3,28,having,what has something?,22:24,functional tetrachromacy,what,_,something,_,_,_,_,False,False
Wiki1k:wikipedia:5921:23:3,28,having,what does something have?,8:16,four pigments in cone cells in the retina,what,something,_,_,does,_,_,False,False
Wiki1k:wikipedia:5921:23:3,28,having,what has something?,5:7,retinal tetrachromacy,what,_,something,_,_,_,_,False,False
Wiki1k:wikipedia:5921:23:3,33,enhanced,what is enhanced?,30:32,color discriminations,what,_,_,_,is,_,_,True,False
Wiki1k:wikipedia:5921:23:3,32,make,what makes something?,22:24,functional tetrachromacy,what,_,something,_,_,_,_,False,False
Wiki1k:wikipedia:5921:23:3,32,make,what does something make?,29:37,enhanced color discriminations based on that retinal difference,what,something,_,_,does,_,_,False,False
Wiki1k:wikipedia:5921:23:3,3,made,what is made?,0:2,A distinction,what,_,_,_,is,_,_,True,False
Wiki1k:wikipedia:5921:23:3,3,made,what is something made between?,5:37,"retinal tetrachromacy (having four pigments in cone cells in the retina, compared to three in trichromats) and functional tetrachromacy (having the ability to make enhanced color discriminations based on that retinal difference)",what,something,_,_,is,between,_,True,False
Wiki1k:wikipedia:5921:23:3,18,compared,what is something compared to?,18:21,three in trichromats,what,something,_,_,is,to,_,True,False
Wiki1k:wikipedia:5921:23:3,18,compared,what is compared to something?,8:16,four pigments in cone cells in the retina,what,_,_,something,is,to,_,True,False
Wiki1k:wikipedia:5921:23:3,8,having,what does something have?,25:37,the ability to make enhanced color discriminations based on that retinal difference,what,something,_,_,does,_,_,False,False
Wiki1k:wikipedia:5921:23:3,8,having,what has something?,22:24,functional tetrachromacy,what,_,something,_,_,_,_,False,False
Wiki1k:wikipedia:5921:23:3,8,having,what does something have?,8:16,four pigments in cone cells in the retina,what,something,_,_,does,_,_,False,False
Wiki1k:wikipedia:5921:23:3,8,having,what has something?,5:7,retinal tetrachromacy,what,_,something,_,_,_,_,False,False
Wiki1k:wikipedia:5921:23:3,36,based,what is something based on?,34:37,that retinal difference,what,something,_,_,is,on,_,True,False
Wiki1k:wikipedia:5921:23:3,36,based,what is based on something?,22:24~!~29:32,functional tetrachromacy~!~enhanced color discriminations,what,_,_,something,is,on,_,True,False
Wiki1k:wikipedia:18836:86:1,2,remained,what remained something?,0:2,Much literature,what,_,something,_,_,_,_,False,False
Wiki1k:wikipedia:18836:86:1,2,remained,what did something remain?,3:6,religious in character,what,something,_,_,did,_,_,False,False
Wiki1k:wikipedia:18836:86:1,14,continued,what did something continue to do?,14:19,to be written in Latin,what,something,_,do,did,to,_,False,False
Wiki1k:wikipedia:18836:86:1,14,continued,what continued to do something?,8:13~!~1:2,a great deal of it~!~literature,what,_,_,something,_,to do,_,False,False
Wiki1k:wikipedia:18836:86:1,17,written,what was written?,0:2~!~8:13,Much literature~!~a great deal of it,what,_,_,_,was,_,_,True,False
Wiki1k:wikipedia:18836:86:1,17,written,how was something written?,17:19,in Latin,how,something,_,_,was,_,_,True,False
Wiki1k:wikipedia:18836:86:1,24,developed,what developed?,19:22,a new demand,what,_,_,_,_,_,_,False,False
Wiki1k:wikipedia:18836:86:1,24,developed,what did something develop for?,23:34,"for saints"" lives and other devotional tracts in the vernacular languages",what,something,_,_,did,for,_,False,False
Wiki1k:wikinews:768597:1:0,2,reported,what is reported?,3:17,"that when the airplane took off from Seoul, smoke was coming from the airplane",what,_,_,_,is,_,_,True,False
Wiki1k:wikinews:768597:1:0,7,took,what took off?,5:7,the airplane,what,_,_,_,_,off,_,False,False
Wiki1k:wikinews:768597:1:0,7,took,where did something take off?,9:11,from Seoul,where,something,_,_,did,off,_,False,False
Wiki1k:wikinews:768597:1:0,14,coming,what was coming from something?,11:12,smoke,what,_,_,something,was,from,_,False,False
Wiki1k:wikinews:768597:1:0,14,coming,what was something coming from?,5:7,the airplane,what,something,_,_,was,from,_,False,False
Wiki1k:wikinews:768597:1:0,14,coming,when was something coming from something?,4:11,when the airplane took off from Seoul,when,something,_,something,was,from,_,False,False
Wiki1k:wikinews:1912987:4:0,2,entered,what did something enter?,3:7,an excessively steep climb,what,something,_,_,did,_,_,False,False
Wiki1k:wikinews:1912987:4:0,2,entered,what entered something?,0:2,The aircraft,what,_,something,_,_,_,_,False,False
Wiki1k:wikinews:1912987:4:0,2,entered,when did something enter something?,7:9,before stalling,when,something,something,_,did,_,_,False,False
Wiki1k:wikinews:1912987:4:0,8,stalling,what stalled?,0:2,The aircraft,what,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1912987:4:0,8,stalling,when did something stall?,12:14~!~7:8,last month~!~before,when,something,_,_,did,_,_,False,False
Wiki1k:wikinews:1912987:4:0,12,said,what did someone say?,0:9,The aircraft entered an excessively steep climb before stalling,what,someone,_,_,did,_,_,False,False
Wiki1k:wikinews:1912987:4:0,12,said,when did someone say something?,12:14,last month,when,someone,something,_,did,_,_,False,False
Wiki1k:wikinews:1912987:4:0,12,said,who said something?,9:11,the NTSC,who,_,something,_,_,_,_,False,False
Wiki1k:wikinews:714231:3:2,29,extend,what does something extend?,27:29,its proboscis,what,something,_,_,does,_,_,False,False
Wiki1k:wikinews:714231:3:2,29,extend,what extends something?,10:12,the bee,what,_,something,_,_,_,_,False,False
Wiki1k:wikinews:714231:3:2,29,extend,why does something extend something?,29:44,"in response to the scent, having learned that this particular scent indicates a sugar reward",why,something,something,_,does,_,_,False,False
Wiki1k:wikinews:714231:3:2,6,blow,what can someone blow?,6:9,a floral scent,what,someone,_,_,can,_,_,False,False
Wiki1k:wikinews:714231:3:2,6,blow,who can blow something?,3:4,we,who,_,something,_,can,_,_,False,False
Wiki1k:wikinews:714231:3:2,6,blow,where can someone blow something?,0:3,In the lab,where,someone,something,_,can,_,_,False,False
Wiki1k:wikinews:714231:3:2,6,blow,when can someone blow something?,12:21,at the same time as delivering the sugar solution,when,someone,something,_,can,_,_,False,False
Wiki1k:wikinews:714231:3:2,44,indicates,what indicates something?,37:40,this particular scent,what,_,something,_,_,_,_,False,False
Wiki1k:wikinews:714231:3:2,44,indicates,what does something indicate?,41:44,a sugar reward,what,something,_,_,does,_,_,False,False
Wiki1k:wikinews:714231:3:2,27,learns,what does something learn?,25:34,to extend its proboscis in response to the scent,what,something,_,_,does,_,_,False,False
Wiki1k:wikinews:714231:3:2,27,learns,what learns something?,10:12,the bee,what,_,something,_,_,_,_,False,False
Wiki1k:wikinews:714231:3:2,27,learns,when does something learn something?,21:22,soon,when,something,something,_,does,_,_,False,False
Wiki1k:wikinews:714231:3:2,39,learned,what did something learn?,36:44,that this particular scent indicates a sugar reward,what,something,_,_,did,_,_,False,False
Wiki1k:wikinews:714231:3:2,39,learned,what learned something?,10:12,the bee,what,_,something,_,_,_,_,False,False
Wiki1k:wikinews:714231:3:2,18,delivering,what is being delivered?,18:21,the sugar solution,what,_,_,_,is,_,List(being),True,False
Wiki1k:wikinews:714231:3:2,18,delivering,where is something being delivered?,0:3,In the lab,where,something,_,_,is,_,List(being),True,False
Wiki1k:wikinews:714231:3:2,18,delivering,who is delivering something?,3:4,we,who,_,something,_,is,_,_,False,False
Wiki1k:wikinews:731387:0:3,2,spans,what spans something?,0:2,The festival,what,_,something,_,_,_,_,False,False
Wiki1k:wikinews:731387:0:3,2,spans,what does something span?,3:5,five days,what,something,_,_,does,_,_,False,False
Wiki1k:wikinews:731387:0:3,6,ending,what ends?,0:2,The festival,what,_,_,_,_,_,_,False,False
Wiki1k:wikinews:731387:0:3,6,ending,when does something end?,6:9,on May 13th,when,something,_,_,does,_,_,False,False
Wiki1k:wikinews:1039242:3:1,7,fed,what was someone fed?,8:13,"water, vitamins, and additional materials",what,someone,_,_,was,_,_,True,False
Wiki1k:wikinews:1039242:3:1,7,fed,how was someone fed something?,13:16,only by infusion,how,someone,something,_,was,_,_,True,False
Wiki1k:wikinews:1039242:3:1,7,fed,who was fed something?,5:6,he,who,_,something,_,was,_,_,True,False
Wiki1k:wikinews:1039242:3:1,7,fed,how long was someone fed something?,0:5,For more than 260 days,how long,someone,something,_,was,_,_,True,False
Wiki1k:wikinews:1039242:1:1,2,sentenced,what was someone sentenced to?,4:10,more than 25 years in prison,what,someone,_,_,was,to,_,True,False
Wiki1k:wikinews:1039242:1:1,2,sentenced,who was sentenced?,0:1,He,who,_,_,_,was,_,_,True,False
Wiki1k:wikinews:1134211:2:0,1,referred,who referred someone?,0:1,Police,who,_,someone,_,_,_,_,False,False
Wiki1k:wikinews:1134211:2:0,1,referred,who did someone refer?,2:3,themselves,who,someone,_,_,did,_,_,False,False
Wiki1k:wikinews:1134211:2:0,1,referred,who did someone refer to?,4:7,PIRC John McNeill,who,someone,_,_,did,to,_,False,False
Wiki1k:wikinews:1134211:2:0,21,stop,what was being stopped?,19:21,the person,what,_,_,_,was,_,List(being),True,False
Wiki1k:wikinews:1134211:2:0,21,stop,why was something being stopped?,22:28,preventing a later serious road accident,why,something,_,_,was,_,List(being),True,False
Wiki1k:wikinews:1134211:2:0,9,said,what did someone say?,9:28,"""""My investigation found [...] there was potential to stop and breathalyse the person thereby preventing a later serious road accident""""",what,someone,_,_,did,_,_,False,False
Wiki1k:wikinews:1134211:2:0,9,said,who said something?,4:7,PIRC John McNeill,who,_,something,_,_,_,_,False,False
Wiki1k:wikinews:1134211:2:0,13,found,what did someone find?,12:28,there was potential to stop and breathalyse the person thereby preventing a later serious road accident,what,someone,_,_,did,_,_,False,False
Wiki1k:wikinews:1134211:2:0,13,found,who found something?,4:7~!~9:11,PIRC John McNeill~!~My investigation,who,_,something,_,_,_,_,False,False
Wiki1k:wikinews:1134211:2:0,27,preventing,what is being prevented?,23:28,a later serious road accident,what,_,_,_,is,_,List(being),True,False
Wiki1k:wikinews:1134211:2:0,27,preventing,how is something being prevented?,9:21,My investigation found [...] there was potential to stop and breathalyse the person,how,something,_,_,is,_,List(being),True,False
Wiki1k:wikinews:1134211:2:0,23,breathalyse,who breathalysed someone?,0:1~!~4:7,Police~!~PIRC John McNeill,who,_,someone,_,_,_,_,False,False
Wiki1k:wikinews:1134211:2:0,23,breathalyse,why did someone breathalyse someone?,21:28,thereby preventing a later serious road accident,why,someone,someone,_,did,_,_,False,False
Wiki1k:wikinews:1134211:2:0,23,breathalyse,who did someone breathalyse?,19:21,the person,who,someone,_,_,did,_,_,False,False
Wiki1k:wikipedia:30153241:59:1,1,started,what started?,0:2,Chán-teachings,what,_,_,_,_,_,_,False,False
Wiki1k:wikipedia:30153241:59:1,1,started,how did something start?,3:10,to be mixed with Pure Land teachings,how,something,_,_,did,_,_,False,False
Wiki1k:wikipedia:30153241:59:1,4,mixed,what was mixed with something?,0:2,Chán-teachings,what,_,_,something,was,with,_,True,False
Wiki1k:wikipedia:30153241:59:1,4,mixed,what was something mixed with?,7:10,Pure Land teachings,what,something,_,_,was,with,_,True,False
Wiki1k:wikinews:542011:31:9,1,went,where did someone go?,2:6,to the one camp,where,someone,_,_,did,_,_,False,False
Wiki1k:wikinews:542011:31:9,8,got,what did someone get?,9:14,selected to go to Canada,what,someone,_,_,did,_,_,False,False
Wiki1k:wikinews:542011:31:9,8,got,who got something?,4:6,one camp,who,_,something,_,_,_,_,False,False
Wiki1k:wikinews:542011:31:9,9,selected,what was someone selected to do?,10:14,to go to Canada,what,someone,_,do,was,to,_,True,False
Wiki1k:wikinews:542011:31:9,9,selected,who was selected to do something?,4:6,one camp,who,_,_,something,was,to do,_,True,False
Wiki1k:wikinews:542011:31:9,11,go,where did someone go?,12:14,to Canada,where,someone,_,_,did,_,_,False,False
Wiki1k:wikipedia:33183:16:1,27,existing,what is existing?,27:28,embryo,what,_,_,_,is,_,_,False,False
Wiki1k:wikipedia:33183:16:1,33,see,what is being seen?,32:34,reproductive technology,what,_,_,_,is,_,List(being),True,False
Wiki1k:wikipedia:3997:7:1,4,lack,what lacks something?,0:4,Mature red blood cells,what,_,something,_,_,_,_,False,False
Wiki1k:wikipedia:3997:7:1,4,lack,what does something lack?,5:9,a nucleus and organelles,what,something,_,_,does,_,_,False,False
Wiki1k:wikipedia:3997:7:1,4,lack,where does something lack something?,9:11,in mammals,where,something,something,_,does,_,_,False,False
Wiki1k:wikinews:1524901:1:1,7,identified,what did someone identify?,7:15,that basin as potentially containing large hydrocarbon deposits,what,someone,_,_,did,_,_,False,False
Wiki1k:wikinews:1524901:1:1,7,identified,who identified something?,0:6,The U.S. Geological Survey (USGS),who,_,something,_,_,_,_,False,False
Wiki1k:wikinews:1524901:1:1,12,containing,what might contain something?,7:9,that basin,what,_,something,_,might,_,_,False,False
Wiki1k:wikinews:1524901:1:1,12,containing,what might something contain?,12:15,large hydrocarbon deposits,what,something,_,_,might,_,_,False,False
Wiki1k:wikipedia:14361:34:0,5,exists,what exists somewhere?,0:2,Raw honey,what,_,_,somewhere,_,_,_,False,False
Wiki1k:wikipedia:14361:34:0,5,exists,where does something exist?,6:9,in the beehive,where,something,_,_,does,_,_,False,False
Wiki1k:wikipedia:14361:34:0,21,adding,"what isn""t being added?",19:20,heat,_,_,_,_,_,_,_,false,false
Wiki1k:wikipedia:14361:34:0,32,processed,what is processed?,21:23,some honey,what,_,_,_,is,_,_,True,False
Wiki1k:wikipedia:14361:34:0,32,processed,how is something processed?,26:27,minimally,how,something,_,_,is,_,_,True,False
Wiki1k:wikipedia:14361:34:0,18,straining,what is being strained?,0:2,Raw honey,what,_,_,_,is,_,List(being),True,False
Wiki1k:wikipedia:14361:34:0,11,obtained,what is obtained?,0:2,Raw honey,what,_,_,_,is,_,_,True,False
Wiki1k:wikipedia:14361:34:0,11,obtained,how is something obtained?,12:20,"by extraction, settling, or straining, without adding heat",how,something,_,_,is,_,_,True,False
Wiki1k:wikipedia:14361:34:0,15,settling,what is settling?,0:2,Raw honey,what,_,_,_,is,_,_,False,False
Wiki1k:wikipedia:27692:35:0,6,vent,what is vented?,7:9,the steam,what,_,_,_,is,_,_,True,False
Wiki1k:wikipedia:27692:35:0,6,vent,where is something vented?,9:12,to the environment,where,something,_,_,is,_,_,True,False
Wiki1k:wikipedia:10511:17:4,12,develop,what does someone develop?,10:11,epilepsy,what,someone,_,_,does,_,_,False,False
Wiki1k:wikipedia:10511:17:4,12,develop,who develops something?,7:9~!~1:7,2--4%~!~those who have had a stroke,who,_,something,_,_,_,_,False,False
Wiki1k:wikinews:714231:2:1,3,co-authored,what was co-authored?,0:2,The paper,what,_,_,_,was,_,_,True,False
