qasrl_id,verb_idx,verb,question,answer_range,answer,wh,subj,obj,obj2,aux,prep,verb_prefix,is_passive,is_negated
Wiki1k:wikinews:1007169:4:2,2,produces,where does something produce something?,7:10,in 37 countries,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1007169:4:2,2,produces,when does something produce something?,1:2,currently,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:0:0,1,returned,when did someone return somewhere?,2:3,Monday,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:0:0,1,returned,where did someone return from?,17:20~!~21:23,the Shatta prison~!~northern Israel,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:0:0,1,returned,where did someone return to?,4:6~!~6:10~!~10:13,his home~!~in the Issawiyeh neighborhood~!~in East Jerusalem,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:0:0,1,returned,who returned somewhere?,0:1,Issawi,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:0:1,3,came,what did someone come to do?,9:12~!~4:8,celebrate his release~!~to welcome him home,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:0:1,3,came,who came somewhere?,0:3,Hundreds of people,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:0:1,3,came,why did someone come somewhere?,12:29,despite an Israeli order given to his family not to have a public party for his arrival,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:0:1,5,welcome,how did someone welcome someone?,3:4,came,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:0:1,5,welcome,what did someone welcome someone to do?,9:12,celebrate his release,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:0:1,5,welcome,who did someone welcome?,6:7,him,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:0:1,5,welcome,who welcomed someone?,0:3,Hundreds of people,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:0:1,5,welcome,where did someone welcome someone?,7:8,home,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:0:1,5,welcome,why did someone welcome someone?,12:29,despite an Israeli order given to his family not to have a public party for his arrival,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:0:1,9,celebrate,what did someone celebrate?,10:12,his release,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:0:1,9,celebrate,who celebrated something?,0:3,Hundreds of people,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:0:1,9,celebrate,why did someone celebrate something?,3:8,came to welcome him home,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:0:1,17,given,what was given?,13:16,an Israeli order,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:0:1,17,given,what was something given to?,18:20,his family,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:0:1,17,given,why was something given to someone?,20:29,not to have a public party for his arrival,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:1:0,2,arrested,when was someone arrested?,3:5,in 2002,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:1:0,2,arrested,where was someone arrested?,5:7,in Ramallah,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:1:0,2,arrested,who was arrested?,0:1,Issawi,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:1:0,2,arrested,who was someone arrested by?,12:15,the Israeli army,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:1:0,2,arrested,why was someone arrested?,21:28~!~15:20,reportedly also charged with making pipe bombs~!~for shooting at Israeli vehicles,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:1:0,24,charged,what was someone charged with?,25:28,making pipe bombs,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:1:0,24,charged,when was someone charged with something?,7:11,during the second intifada,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:1:0,24,charged,where was someone charged with something?,5:7,in Ramallah,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:1:0,24,charged,who was charged with something?,0:1,Issawi,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:1:0,24,charged,why was someone charged with something?,15:20,for shooting at Israeli vehicles,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:1:0,24,charged,who charged someone with something?,12:15,the Israeli army,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:1:0,26,making,what was someone making?,26:28,pipe bombs,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:1:0,26,making,when was someone making something?,7:11,during the second intifada,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:1:0,26,making,where was someone making something?,5:7,in Ramallah,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:1:0,26,making,who was making something?,0:1,Issawi,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:1:0,26,making,why was someone making something?,21:25~!~15:20,reportedly also charged with~!~for shooting at Israeli vehicles,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:1:1,2,sentenced,how long was someone sentenced to something?,4:8,more than 25 years,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:1:1,2,sentenced,what was someone sentenced to?,8:10,in prison,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:1:1,2,sentenced,who was sentenced to something?,0:1,He,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:3:0,8,began,what did someone begin?,8:12,a publicized hunger strike,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:3:0,8,began,when did someone begin something?,0:6,As a protest against the punishment,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:3:0,8,began,who began something?,6:7,Issawi,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:3:0,10,publicized,what was publicized?,10:12,hunger strike,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:3:0,10,publicized,why was something publicized?,1:6,a protest against the punishment,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:3:0,10,publicized,who publicized something?,6:7,Issawi,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:3:1,7,fed,how was someone fed something?,13:16,only by infusion,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:3:1,7,fed,what was someone fed?,8:9~!~11:13~!~9:10,water~!~additional materials~!~vitamins,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:3:1,7,fed,when was someone fed something?,0:5,For more than 260 days,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:3:1,7,fed,who was fed something?,5:6,he,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:3:2,7,became,what became something?,1:4,his medical condition,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:3:2,7,became,what did something become?,7:8,critical,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:3:2,7,became,why did something become something?,0:1~!~4:5,Consequentially~!~deteriorated,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:3:3,0,According,what is according to something?,6:12,Israel decided to start a negotiation,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:3:3,0,According,what is something according to?,2:6,the Los Angeles Times,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:3:3,0,According,why is something according to something?,12:29,"lest Issawi""s death in the Israeli prison cause violence from the Palestinians in the West Bank",_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:3:3,8,decided,what did someone decide to do?,8:12,to start a negotiation,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:3:3,8,decided,who decided to do something?,6:7,Israel,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:3:3,8,decided,why did someone decide to do something?,12:29,"lest Issawi""s death in the Israeli prison cause violence from the Palestinians in the West Bank",_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:3:3,10,start,what did someone start?,10:12,a negotiation,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:3:3,10,start,who started something?,6:7,Israel,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1039242:3:3,10,start,why did someone start something?,12:29,"lest Issawi""s death in the Israeli prison cause violence from the Palestinians in the West Bank",_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:0:0,11,criticised,what did someone criticise someone for?,14:28,failing to stop a driver reported to them for being drunk behind the wheel,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:0:0,11,criticised,who did someone criticise?,10:13,the national force,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:0:0,11,criticised,who criticised someone?,0:7~!~7:8,"Scotland""s Police Investigations and Review Commissioner~!~PIRC",_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:0:0,16,failing,what was someone failing to do?,16:28,stop a driver reported to them for being drunk behind the wheel,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:0:0,16,failing,who was failing to do something?,10:13,the national force,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:0:0,18,stop,"what didn""t someone stop?",17:19,a driver,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:0:0,18,stop,"what didn""t someone stop something for?",23:28,being drunk behind the wheel,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:0:0,18,stop,"who didn""t stop something?",10:13,the national force,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:0:0,18,stop,who was someone stopping something for?,0:8~!~21:22,"Scotland""s Police Investigations and Review Commissioner (PIRC)~!~them",_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:0:0,21,reported,what was someone reported for?,23:28,being drunk behind the wheel,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:0:0,21,reported,who was reported for something?,17:19,a driver,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:0:0,21,reported,who was someone reported to?,0:7~!~7:8~!~10:13,"Scotland""s Police Investigations and Review Commissioner~!~PIRC~!~the national force",_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:0:1,3,wounded,what did something wound?,4:5,four,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:0:1,3,wounded,what wounded someone?,0:3,A subsequent crash,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:2:0,1,referred,what did someone refer to?,4:5,PIRC,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:2:0,1,referred,who referred to someone?,0:1,Police,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:2:0,1,referred,who did someone refer to?,5:7,John McNeill,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:2:0,9,said,what did someone say?,9:28,"""""My investigation found [...] there was potential to stop and breathalyse the person thereby preventing a later serious road accident""""",_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:2:0,9,said,who said something?,4:7,PIRC John McNeill,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:2:0,9,said,why did someone say something?,0:5,Police referred themselves to PIRC,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:2:0,13,found,what did someone find?,12:28,there was potential to stop and breathalyse the person thereby preventing a later serious road accident,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:2:0,13,found,who found something?,9:11,My investigation,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:2:0,13,found,who found something?,5:7~!~4:5,John McNeill~!~PIRC,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:2:0,21,stop,how might someone be stopped?,18:19,breathalyse,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:2:0,21,stop,what might someone be stopped from doing?,23:28,a later serious road accident,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:2:0,21,stop,who might be stopped?,19:21,the person,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:2:0,23,breathalyse,what might someone breathalyse?,19:21,the person,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:2:0,23,breathalyse,why might someone breathalyse someone?,12:28,there was potential to stop and breathalyse the person thereby preventing a later serious road accident,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:2:0,27,preventing,how might something be prevented?,16:21,stop and breathalyse the person,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:2:0,27,preventing,what might be prevented?,23:28,a later serious road accident,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1134211:2:0,27,preventing,why might something be prevented?,9:15,My investigation found [...] there was potential,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:0:0,3,approved,what did someone approve?,4:6,a bill,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:0:0,3,approved,who approved something?,0:3,The Scottish Parliament,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:0:0,3,approved,why did someone approve something?,6:11,to legalise same-sex marriage,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:0:0,3,approved,why did someone approve something?,11:18,by a free vote of 105--18,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:0:0,7,legalise,how did something legalise something?,11:18,by a free vote of 105--18,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:0:0,7,legalise,what did something legalise?,8:11,same-sex marriage,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:0:0,7,legalise,what legalised something?,4:6,a bill,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:0:0,7,legalise,who legalised something?,0:3,The Scottish Parliament,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:0:1,9,allows,what does something allow?,9:20,religious bodies to opt in to providing same-sex wedding ceremonies,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:0:1,9,allows,what allows something?,0:7,The Marriage and Civil Partnership (Scotland) Bill,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:0:1,14,opt,what can someone opt in to?,15:20,providing same-sex wedding ceremonies,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:0:1,14,opt,where can someone opt in to something?,5:6,Scotland,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:0:1,14,opt,who can opt in to something?,9:11,religious bodies,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:0:1,14,opt,why can someone opt in to something?,0:7,The Marriage and Civil Partnership (Scotland) Bill,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:0:1,17,providing,what is someone providing?,16:20,same-sex wedding ceremonies,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:0:1,17,providing,who is providing something?,9:11,religious bodies,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:0:1,17,providing,why is someone providing something?,0:7,The Marriage and Civil Partnership (Scotland) Bill,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:0:2,3,opposed,what was opposed?,0:2,The Bill,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:0:2,3,opposed,who opposed something?,5:7~!~13:17~!~8:12,religious bodies~!~the Roman Catholic Church~!~the Church of Scotland,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:0:2,7,including,what does something include?,13:17~!~8:12,the Roman Catholic Church~!~the Church of Scotland,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:0:2,7,including,what includes something?,5:7,religious bodies,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:0:2,7,including,what is included?,8:12~!~13:17,the Church of Scotland~!~the Roman Catholic Church,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:1:0,9,advanced,what was advanced?,13:50~!~4:8,"an amendment to recognise that """"a belief in marriage as a voluntary union between one man and one woman to the exclusion of all others for life is a belief worthy of respect in a democratic society""""~!~a number of amendments",_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:1:0,9,advanced,when was something advanced?,0:4,During the Parliamentary debate,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:1:0,11,rejected,what was rejected?,13:50~!~4:8,"an amendment to recognise that """"a belief in marriage as a voluntary union between one man and one woman to the exclusion of all others for life is a belief worthy of respect in a democratic society""""~!~a number of amendments",_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:1:0,11,rejected,when was something rejected?,0:4,During the Parliamentary debate,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:1:0,13,including,what was included?,13:50,"an amendment to recognise that """"a belief in marriage as a voluntary union between one man and one woman to the exclusion of all others for life is a belief worthy of respect in a democratic society""""",_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:1:0,13,including,when was something included?,0:4,During the Parliamentary debate,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:1:0,13,including,why was something included?,4:12,a number of amendments were advanced and rejected,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:1:0,17,recognise,what should be recognised?,17:50,"that """"a belief in marriage as a voluntary union between one man and one woman to the exclusion of all others for life is a belief worthy of respect in a democratic society""""",_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:1:0,17,recognise,why should something be recognised?,13:15,an amendment,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:2:1,8,taken,what has someone taken?,9:15,this progressive and hugely important decision,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:2:1,8,taken,who has taken something?,4:7,the Scottish Parliament,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:2:1,8,taken,why has someone taken something?,15:23,in favour of equal rights in our country,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:2:2,12,express,how should someone express something?,20:23,through getting married,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:2:2,12,express,what should someone express?,13:17,their love and commitment,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:2:2,12,express,who should express something?,4:7,same sex couples,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:2:2,12,express,who should someone express something to?,18:20,each other,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:2:2,21,getting,what is someone getting?,22:23,married,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:2:2,21,getting,who is getting something?,4:7,same sex couples,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:2:2,21,getting,why is someone getting something?,11:20,freely express their love and commitment to each other,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:2:2,22,married,how might someone be married?,11:20,freely express their love and commitment to each other,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1138228:2:2,22,married,who might be married?,4:7,same sex couples,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:0:0,7,crushed,how was something crushed?,8:11,on one side,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:0:0,7,crushed,what was crushed?,0:6,The top deck of the bus,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:0:0,7,crushed,when was something crushed?,11:17,after hitting the truck and spinning,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:0:0,12,hitting,what did something hit?,13:15,the truck,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:0:0,12,hitting,what hit something?,0:6,The top deck of the bus,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:0:0,12,hitting,when did something hit something?,11:12,after,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:0:0,12,hitting,why did something hit something?,16:17,spinning,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:0:0,16,spinning,what was spinning?,0:6,The top deck of the bus,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:0:0,16,spinning,when was something spinning?,11:15,after hitting the truck,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:0:0,16,spinning,where was something spinning?,8:11,on one side,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:0:2,3,fled,who fled?,0:3,The bus driver,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:1:1,3,escaped,what did something escape?,4:6,the accident,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:1:1,3,escaped,what escaped something?,0:3,The second bus,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:2:2,1,cited,what did someone cite?,2:8,the old appearance of the vehicle,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:2:2,1,cited,who cited something?,0:1,He,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:2:2,1,cited,why did someone cite something?,8:18,as a reason to suspect brake failure for the accident,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:2:2,12,suspect,what was someone suspecting?,13:15,brake failure,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:2:2,12,suspect,what was someone suspecting something for?,16:18,the accident,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:2:2,12,suspect,why was someone suspecting something?,2:8,the old appearance of the vehicle,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:4:0,16,fell,what fell somewhere?,13:15,a bus,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:4:0,16,fell,when did something fall somewhere?,11:13,last December,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:4:0,16,fell,where did something fall?,16:19,off a bridge,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:4:0,16,fell,where did something fall somewhere?,10:11,Thailand,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:4:0,21,killing,what killed someone?,13:19,a bus fell off a bridge,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:4:0,21,killing,when did something kill someone?,11:13,last December,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:4:0,21,killing,where did something kill someone?,9:11,in Thailand,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:4:0,21,killing,who did something kill?,20:21,29,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:4:1,2,killed,what did something kill?,3:5,"8,600",_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:4:1,2,killed,when did something kill someone?,10:12,last year,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:4:1,2,killed,where did something kill someone?,5:10,"on the nation""s roads",_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:4:1,2,killed,what killed someone?,0:2,Road accidents,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:4:2,3,require,"what doesn""t something require?",4:9,bus passengers to wear seatbelts,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:4:2,3,require,"what doesn""t require something?",0:1,Legislation,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:4:2,7,wear,"what doesn""t someone wear?",8:9,seatbelts,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:4:2,7,wear,"who doesn""t wear something?",4:6,bus passengers,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1194804:4:2,7,wear,"why doesn""t someone wear something?",0:4,Legislation does not require,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1210401:1:2,1,repeated,what did someone repeat?,2:8,the Games should be about sport,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1210401:1:2,1,repeated,who repeated something?,0:1,Craven,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1210401:2:2,1,said,what did someone say?,2:16~!~16:26,the world and the Paralympic movement is aware of the situation in the Ukraine~!~but the IPC needs to stay true to its mission,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1210401:2:2,1,said,who said something?,0:1,He,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1210401:2:2,20,needs,what does someone need to do?,21:26,stay true to its mission,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1210401:2:2,20,needs,who needs to do something?,17:19,the IPC,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1210401:2:2,22,stay,what should someone stay to?,22:26,true to its mission,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1210401:2:2,22,stay,who should stay to something?,17:19,the IPC,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1217805:0:0,2,received,what did someone receive?,3:5,significant injuries,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1217805:0:0,2,received,when did someone receive something?,5:8,in the explosion,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1217805:0:0,2,received,who received something?,0:2,Two people,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1217805:0:0,11,wounded,what did something wound?,11:13,eight others,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1217805:0:0,11,wounded,what wounded someone?,6:8,the explosion,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1217805:0:0,15,sent,how did someone send someone somewhere?,17:19,into shock,_,_,_,_,_,_,_,False,False
Wiki1k:wikinews:1217805:0:0,15,sent,what sent someone somewhere?,6:8,the explosion,_,_,_,_,_,_,_,False,False
